1725577470000,16492797952,697942016,3694313472,12100542464,0
1725577500000,16492797952,694206464,3694374912,12104216576,0
1725577530000,16492797952,690450432,3694383104,12107964416,0
1725577560000,16492797952,3066941440,3694620672,9731235840,0
1725577590000,16492797952,3077517312,3694653440,9720627200,0
1725577620000,16492797952,3083452416,3694690304,9714655232,0
1725577650000,16492797952,3083563008,3694727168,9714507776,0
1725577680000,16492797952,3089543168,3694764032,9708490752,0
1725577710000,16492797952,3089846272,3694796800,9708154880,0
1725577740000,16492797952,3093397504,3694833664,9704566784,0
1725577770000,16492797952,3092422656,3694870528,9705504768,0
