"Time","RAM Total","RAM Used","RAM Cache + Buffer","RAM Free","SWAP Used"
2024-03-05 15:37:30,15.4 GiB,2.55 GiB,5.43 GiB,7.38 GiB,0 B
2024-03-05 15:37:45,15.4 GiB,1.13 GiB,1.38 GiB,12.9 GiB,0 B
2024-03-05 15:38:00,15.4 GiB,1.08 GiB,1.41 GiB,12.9 GiB,0 B
2024-03-05 15:38:15,15.4 GiB,1007 MiB,1.44 GiB,12.9 GiB,0 B
2024-03-05 15:38:30,15.4 GiB,1003 MiB,1.44 GiB,12.9 GiB,0 B
2024-03-05 15:38:45,15.4 GiB,1011 MiB,1.46 GiB,12.9 GiB,0 B
2024-03-05 15:39:00,15.4 GiB,1.21 GiB,1.45 GiB,12.7 GiB,0 B
2024-03-05 15:39:15,15.4 GiB,1.21 GiB,1.45 GiB,12.7 GiB,0 B
2024-03-05 15:39:30,15.4 GiB,1.11 GiB,1.83 GiB,12.4 GiB,0 B
2024-03-05 15:39:45,15.4 GiB,1.11 GiB,1.83 GiB,12.4 GiB,0 B
2024-03-05 15:40:00,15.4 GiB,1.10 GiB,1.83 GiB,12.4 GiB,0 B
2024-03-05 15:40:15,15.4 GiB,1.11 GiB,1.83 GiB,12.4 GiB,0 B
2024-03-05 15:40:30,15.4 GiB,1.11 GiB,1.83 GiB,12.4 GiB,0 B
2024-03-05 15:40:45,15.4 GiB,2.35 GiB,1.83 GiB,11.2 GiB,0 B
2024-03-05 15:41:00,15.4 GiB,2.35 GiB,1.83 GiB,11.2 GiB,0 B
2024-03-05 15:41:15,15.4 GiB,2.36 GiB,1.83 GiB,11.2 GiB,0 B
2024-03-05 15:41:30,15.4 GiB,2.34 GiB,1.83 GiB,11.2 GiB,0 B
2024-03-05 15:41:45,15.4 GiB,2.35 GiB,1.83 GiB,11.2 GiB,0 B
2024-03-05 15:42:00,15.4 GiB,2.34 GiB,1.83 GiB,11.2 GiB,0 B
2024-03-05 15:42:15,15.4 GiB,2.34 GiB,1.84 GiB,11.2 GiB,0 B
2024-03-05 15:42:30,15.4 GiB,2.34 GiB,1.84 GiB,11.2 GiB,0 B
2024-03-05 15:42:45,15.4 GiB,2.38 GiB,1.85 GiB,11.1 GiB,0 B
2024-03-05 15:43:00,15.4 GiB,2.39 GiB,1.85 GiB,11.1 GiB,0 B
2024-03-05 15:43:15,15.4 GiB,2.42 GiB,1.87 GiB,11.1 GiB,0 B
2024-03-05 15:43:30,15.4 GiB,2.40 GiB,1.85 GiB,11.1 GiB,0 B
2024-03-05 15:43:45,15.4 GiB,2.39 GiB,1.85 GiB,11.1 GiB,0 B
2024-03-05 15:44:00,15.4 GiB,2.40 GiB,1.85 GiB,11.1 GiB,0 B
2024-03-05 15:44:15,15.4 GiB,2.40 GiB,1.85 GiB,11.1 GiB,0 B
2024-03-05 15:44:30,15.4 GiB,2.41 GiB,1.85 GiB,11.1 GiB,0 B
2024-03-05 15:44:45,15.4 GiB,2.41 GiB,1.85 GiB,11.1 GiB,0 B
2024-03-05 15:45:00,15.4 GiB,2.42 GiB,1.85 GiB,11.1 GiB,0 B
2024-03-05 15:45:15,15.4 GiB,2.42 GiB,1.85 GiB,11.1 GiB,0 B
2024-03-05 15:45:30,15.4 GiB,2.42 GiB,1.85 GiB,11.1 GiB,0 B
2024-03-05 15:45:45,15.4 GiB,2.43 GiB,1.85 GiB,11.1 GiB,0 B
2024-03-05 15:46:00,15.4 GiB,2.43 GiB,1.85 GiB,11.1 GiB,0 B
2024-03-05 15:46:15,15.4 GiB,2.43 GiB,1.85 GiB,11.1 GiB,0 B
2024-03-05 15:46:30,15.4 GiB,2.44 GiB,1.85 GiB,11.1 GiB,0 B
2024-03-05 15:46:45,15.4 GiB,2.44 GiB,1.85 GiB,11.1 GiB,0 B
2024-03-05 15:47:00,15.4 GiB,2.44 GiB,1.85 GiB,11.1 GiB,0 B
2024-03-05 15:47:15,15.4 GiB,2.44 GiB,1.85 GiB,11.1 GiB,0 B
2024-03-05 15:47:30,15.4 GiB,2.45 GiB,1.85 GiB,11.1 GiB,0 B
2024-03-05 15:47:45,15.4 GiB,2.45 GiB,1.85 GiB,11.1 GiB,0 B
2024-03-05 15:48:00,15.4 GiB,2.45 GiB,1.85 GiB,11.1 GiB,0 B
2024-03-05 15:48:15,15.4 GiB,2.46 GiB,1.85 GiB,11.0 GiB,0 B
2024-03-05 15:48:30,15.4 GiB,2.46 GiB,1.85 GiB,11.0 GiB,0 B
2024-03-05 15:48:45,15.4 GiB,2.46 GiB,1.85 GiB,11.0 GiB,0 B
2024-03-05 15:49:00,15.4 GiB,2.46 GiB,1.85 GiB,11.0 GiB,0 B
2024-03-05 15:49:15,15.4 GiB,2.47 GiB,1.85 GiB,11.0 GiB,0 B
2024-03-05 15:49:30,15.4 GiB,2.44 GiB,1.89 GiB,11.0 GiB,0 B
2024-03-05 15:49:45,15.4 GiB,2.45 GiB,1.89 GiB,11.0 GiB,0 B
2024-03-05 15:50:00,15.4 GiB,2.45 GiB,1.89 GiB,11.0 GiB,0 B
2024-03-05 15:50:15,15.4 GiB,2.46 GiB,1.89 GiB,11.0 GiB,0 B
2024-03-05 15:50:30,15.4 GiB,2.45 GiB,1.89 GiB,11.0 GiB,0 B
2024-03-05 15:50:45,15.4 GiB,2.46 GiB,1.89 GiB,11.0 GiB,0 B
2024-03-05 15:51:00,15.4 GiB,2.46 GiB,1.89 GiB,11.0 GiB,0 B
2024-03-05 15:51:15,15.4 GiB,2.46 GiB,1.89 GiB,11.0 GiB,0 B
2024-03-05 15:51:30,15.4 GiB,2.47 GiB,1.89 GiB,11.0 GiB,0 B
2024-03-05 15:51:45,15.4 GiB,2.47 GiB,1.89 GiB,11.0 GiB,0 B
2024-03-05 15:52:00,15.4 GiB,2.47 GiB,1.89 GiB,11.0 GiB,0 B
2024-03-05 15:52:15,15.4 GiB,2.47 GiB,1.89 GiB,11.0 GiB,0 B
2024-03-05 15:52:30,15.4 GiB,2.47 GiB,1.89 GiB,11.0 GiB,0 B
