1725572340000,41721344000,3519172608,10055266304,28146905088,0
1725572370000,41721344000,3524141056,10055704576,28141498368,0
1725572400000,41721344000,3522404352,10056093696,28142845952,0
1725572430000,41721344000,3498688512,10060701696,28161953792,0
1725572460000,41721344000,3512352768,10061131776,28147859456,0
1725572490000,41721344000,3510374400,10061979648,28148989952,0
1725572520000,41721344000,3508981760,10062340096,28150022144,0
1725572550000,41721344000,3510153216,10062770176,28148420608,0
1725572580000,41721344000,3511058432,10063134720,28147150848,0
1725572610000,41721344000,3503030272,10063556608,28154757120,0
1725572640000,41721344000,3508506624,10063949824,28148887552,0
