1725572340000,16491950080,877740032,1581871104,14032338944,0
1725572370000,16491950080,881139712,1581961216,14028849152,0
1725572400000,16491950080,879714304,1582059520,14030176256,0
1725572430000,16491950080,882434048,1582149632,14027366400,0
1725572460000,16491950080,888770560,1582235648,14020943872,0
1725572490000,16491950080,884453376,1582342144,14025154560,0
1725572520000,16491950080,882061312,1582432256,14027456512,0
1725572550000,16491950080,883892224,1582530560,14025527296,0
1725572580000,16491950080,884461568,1582624768,14024863744,0
1725572610000,16491950080,885166080,1582723072,14024060928,0
1725572640000,16491950080,887336960,1582952448,14021660672,0
