1725576660000,16492797952,706523136,2985136128,12801138688,0
1725576690000,16492797952,705748992,2985193472,12801855488,0
1725576720000,16492797952,2997727232,3010105344,10484965376,0
1725576750000,16492797952,3062571008,3013046272,10417180672,0
1725576780000,16492797952,3060920320,3059605504,10372272128,0
1725576810000,16492797952,3066785792,3124862976,10301149184,0
1725576840000,16492797952,3064786944,3189968896,10238042112,0
1725576870000,16492797952,3068006400,3254362112,10170429440,0
1725576900000,16492797952,3063517184,3319234560,10110046208,0
1725576930000,16492797952,3067576320,3384676352,10040545280,0
1725576960000,16492797952,3071332352,3450032128,9971433472,0
