1725576660000,16491950080,775294976,1790988288,13925666816,0
1725576690000,16491950080,778874880,1791131648,13921943552,0
1725576720000,16491950080,2952691712,1785860096,11753398272,0
1725576750000,16491950080,2950934528,1793097728,11747917824,0
1725576780000,16491950080,2957414400,1793290240,11741245440,0
1725576810000,16491950080,2960121856,1793486848,11738341376,0
1725576840000,16491950080,2962780160,1793572864,11735597056,0
1725576870000,16491950080,2961543168,1793662976,11736743936,0
1725576900000,16491950080,2960896000,1793744896,11737309184,0
1725576930000,16491950080,2960695296,1793822720,11737432064,0
1725576960000,16491950080,2958675968,1793986560,11739287552,0
