"Time","recv br-12d023f77e6a","recv bri0","recv docker0","recv enp4s0","recv macvlan1","recv tailscale0","recv veth0d5c3b2","recv veth77ec78e","recv virbr0","trans br-12d023f77e6a ","trans bri0 ","trans docker0 ","trans enp4s0 ","trans macvlan1 ","trans tailscale0 ","trans veth0d5c3b2 ","trans veth77ec78e ","trans virbr0 "
1725564810000,0,2667.2,0,3227.2,undefined,0,undefined,0,0,0,37862.4,0,38054.4,undefined,0,undefined,0,0
1725564840000,0,4230.4,0,4992,undefined,0,undefined,0,0,0,37896,0,38088,undefined,0,undefined,0,0
1725564870000,0,7816,0,8734.4,undefined,0,undefined,0,0,0,37835.2,0,38027.2,undefined,0,undefined,0,0
1725564900000,0,4624,0,5251.2,undefined,0,undefined,0,0,0,37843.2,0,38035.2,undefined,0,undefined,0,0
1725564930000,0,3702.4,0,4329.6,undefined,0,undefined,0,0,0,37950.4,0,38142.4,undefined,0,undefined,0,0
1725564960000,0,6648,0,7656,undefined,0,undefined,0,0,0,38009.6,0,38201.6,undefined,0,undefined,0,0
1725564990000,0,5825.6,0,6542.4,undefined,0,undefined,0,0,0,37849.6,0,38041.6,undefined,0,undefined,0,0
1725565020000,0,4020.8,0,5256,undefined,0,undefined,0,0,0,37870.4,0,38062.4,undefined,0,undefined,0,0
1725565050000,0,4097.6,0,4814.4,undefined,0,undefined,0,0,0,37868.8,0,38060.8,undefined,0,undefined,0,0
1725565080000,0,3830.4,0,4569.6,undefined,0,undefined,0,0,0,37854.4,0,38046.4,undefined,0,undefined,0,0
1725565110000,0,7508.8,0,8225.6,undefined,0,undefined,0,0,0,38105.6,0,38326.4,undefined,0,undefined,0,0
1725565140000,0,3905.6,0,4577.6,undefined,0,undefined,0,0,0,38006.4,0,38198.4,undefined,0,undefined,0,0
1725565170000,0,2510.4,0,3003.2,undefined,0,undefined,0,0,0,38118.4,0,38310.4,undefined,0,undefined,0,0
1725565200000,0,4184,0,4744,undefined,0,undefined,0,0,0,38230.4,0,39009.6,undefined,0,undefined,0,0
1725565230000,0,5265.6,0,5892.8,undefined,0,undefined,0,0,0,38270.4,0,38462.4,undefined,0,undefined,0,0
1725565260000,0,4547.2,0,5446.4,undefined,0,undefined,0,0,0,38356.8,0,38548.8,undefined,0,undefined,0,0
1725565290000,0,4110.4,0,4916.8,undefined,0,undefined,0,0,0,38318.4,0,38510.4,undefined,0,undefined,0,0
1725565320000,0,2228.8,0,2721.6,undefined,0,undefined,0,0,0,38192,0,38384,undefined,0,undefined,0,0
1725565350000,0,56182988.8,0,56706246.4,undefined,0,undefined,0,0,0,1723436.8,0,1723417.6,undefined,0,undefined,0,0
1725565380000,0,2296,0,2744,undefined,0,undefined,0,0,0,38096,0,38288,undefined,0,undefined,0,0
1725565410000,0,4382.4,0,5054.4,undefined,0,undefined,0,0,0,38235.2,0,38456,undefined,0,undefined,0,0
1725565440000,0,3824,0,4518.4,undefined,0,undefined,0,0,0,38129.6,0,38417.6,undefined,0,undefined,0,0
1725565470000,0,3824,0,4518.4,undefined,0,undefined,0,0,0,38129.6,0,38417.6,undefined,0,undefined,0,0
1725565500000,0,17091.2,0,18233.6,undefined,0,0,undefined,0,0,44606.4,0,44798.4,undefined,76.8,0,undefined,0
1725565530000,0,9803.2,0,10587.2,undefined,0,0,undefined,0,0,37528,0,37720,undefined,0,0,undefined,0
1725565560000,0,8852.8,0,9726.4,undefined,0,0,undefined,0,0,38873.6,0,39065.6,undefined,0,0,undefined,0
1725565590000,0,11596.8,0,12358.4,undefined,0,0,undefined,0,0,37990.4,0,38204.8,undefined,76.8,0,undefined,0
1725565620000,0,9691.2,0,10811.2,undefined,0,0,undefined,0,0,37606.4,0,37798.4,undefined,0,0,undefined,0
1725565650000,0,8019.2,0,8691.2,undefined,0,0,undefined,0,0,37366.4,0,37558.4,undefined,0,0,undefined,0
1725565680000,0,13052.8,0,13859.2,undefined,0,0,undefined,0,0,37715.2,0,37936,undefined,0,0,undefined,0
1725565710000,0,12728,0,13691.2,undefined,0,0,undefined,0,0,37686.4,0,37900.8,undefined,76.8,0,undefined,0
1725565740000,0,8918.4,0,9702.4,undefined,0,0,undefined,0,0,37966.4,0,38158.4,undefined,0,0,undefined,0
1725565770000,0,10190.4,0,11108.8,undefined,0,0,undefined,0,0,37665.6,0,37857.6,undefined,0,0,undefined,0
1725565800000,0,10622.4,0,11624,undefined,0,0,undefined,0,0,39852.8,0,40073.6,undefined,0,0,undefined,0
1725565830000,0,14560,0,15814.4,undefined,0,0,undefined,0,0,37771.2,0,37963.2,undefined,0,0,undefined,0
1725565860000,0,9452.8,0,10214.4,undefined,0,0,undefined,0,0,37857.6,0,38608,undefined,0,0,undefined,0
1725565890000,0,7974.4,0,8624,undefined,0,0,undefined,0,0,37832,0,38024,undefined,0,0,undefined,0
1725565920000,0,6993.6,0,7508.8,undefined,0,0,undefined,0,0,37851.2,0,38043.2,undefined,0,0,undefined,0
1725565950000,0,14308.8,0,15496,undefined,0,0,undefined,0,0,38161.6,0,38353.6,undefined,0,0,undefined,0
1725565980000,0,10864,0,12067.2,undefined,0,0,undefined,0,0,38019.2,0,38236.8,undefined,0,0,undefined,0
1725566010000,0,9003.2,0,9809.6,undefined,0,0,undefined,0,0,37798.4,0,38019.2,undefined,0,0,undefined,0
1725566040000,0,8542.4,0,9275.2,undefined,0,0,undefined,0,0,38571.2,0,38763.2,undefined,0,0,undefined,0
1725566070000,0,13515.2,0,14747.2,undefined,0,0,undefined,0,0,37996.8,0,38188.8,undefined,0,0,undefined,0
1725566100000,0,7630.4,0,8302.4,undefined,0,0,undefined,0,0,38092.8,0,38284.8,undefined,0,0,undefined,0
1725566130000,0,8443.2,0,9204.8,undefined,0,0,undefined,0,0,37928,0,38148.8,undefined,0,0,undefined,0
1725566160000,0,8163.2,0,8902.4,undefined,0,0,undefined,0,0,37721.6,0,37913.6,undefined,0,0,undefined,0
1725566190000,0,7566.4,0,8216,undefined,0,0,undefined,0,0,37792,0,37984,undefined,0,0,undefined,0
1725566220000,0,7406.4,0,7966.4,undefined,0,0,undefined,0,0,37833.6,0,38048,undefined,0,0,undefined,0
1725566250000,0,7833.6,0,8550.4,undefined,0,0,undefined,0,0,37756.8,0,37948.8,undefined,0,0,undefined,0
1725566280000,0,9099.2,0,9793.6,undefined,0,0,undefined,0,0,37771.2,0,37963.2,undefined,0,0,undefined,0
1725566310000,0,10329.6,0,11180.8,undefined,0,0,undefined,0,0,37740.8,0,38491.2,undefined,0,0,undefined,0
1725566340000,0,11643.2,0,12472,undefined,0,0,undefined,0,0,37843.2,0,38080,undefined,0,0,undefined,0
1725566370000,0,10372.8,0,11268.8,undefined,0,0,undefined,0,0,37755.2,0,37947.2,undefined,0,0,undefined,0
1725566400000,0,13372.8,0,14784,undefined,0,0,undefined,0,0,37742.4,0,37934.4,undefined,0,0,undefined,0
1725566430000,0,9408,0,10304,undefined,0,0,undefined,0,0,37732.8,0,37924.8,undefined,0,0,undefined,0
1725566460000,0,17160,0,18996.8,undefined,0,0,undefined,0,0,37795.2,0,37987.2,undefined,0,0,undefined,0
1725566490000,0,9347.2,0,10153.6,undefined,0,0,undefined,0,0,37865.6,0,38057.6,undefined,0,0,undefined,0
1725566520000,0,11342.4,0,12574.4,undefined,0,0,undefined,0,0,37969.6,0,38161.6,undefined,0,112,undefined,0
1725566550000,0,8667.2,0,9540.8,undefined,0,0,undefined,0,0,37892.8,0,38084.8,undefined,0,0,undefined,0
1725566580000,0,9617.6,0,10648,undefined,0,0,undefined,0,0,37868.8,0,38060.8,undefined,0,0,undefined,0
1725566610000,0,4465.6,0,5384,undefined,0,0,undefined,0,0,37736,0,37928,undefined,0,0,undefined,0
1725566640000,0,2302.4,0,2817.6,undefined,0,0,undefined,0,0,37734.4,0,37926.4,undefined,0,0,undefined,0
1725566670000,0,3345.6,0,3950.4,undefined,0,0,undefined,0,0,37846.4,0,38038.4,undefined,0,0,undefined,0
1725566700000,0,4436.8,0,5220.8,undefined,0,0,undefined,0,0,37888,0,38080,undefined,0,0,undefined,0
1725566730000,0,3545.6,0,4060.8,undefined,0,0,undefined,0,0,37793.6,0,37985.6,undefined,0,0,undefined,0
1725566760000,0,3452.8,0,3968,undefined,0,0,undefined,0,0,37777.6,0,37969.6,undefined,0,0,undefined,0
1725566790000,0,1806.4,0,2164.8,undefined,0,0,undefined,0,0,37788.8,0,37980.8,undefined,0,0,undefined,0
1725566820000,0,6064,0,6963.2,undefined,0,0,undefined,0,0,37761.6,0,38512,undefined,0,0,undefined,0
1725566850000,0,37528,0,40977.6,undefined,0,0,undefined,0,0,37809.6,0,38001.6,undefined,0,0,undefined,0
1725566880000,0,40012.8,0,43776,undefined,0,0,undefined,0,0,37816,0,38566.4,undefined,0,0,undefined,0
1725566910000,0,2601.6,0,3094.4,undefined,0,0,undefined,0,0,37867.2,0,38059.2,undefined,0,0,undefined,0
1725566940000,0,3969.6,0,4708.8,undefined,0,0,undefined,0,0,37900.8,0,38092.8,undefined,0,0,undefined,0
1725566970000,0,4256,0,5084.8,undefined,0,0,undefined,0,0,37849.6,0,38041.6,undefined,0,0,undefined,0
1725567000000,0,2428.8,0,2944,undefined,0,0,undefined,0,0,37811.2,0,38003.2,undefined,0,0,undefined,0
1725567030000,0,2443.2,0,2913.6,undefined,0,0,undefined,0,0,37785.6,0,37977.6,undefined,0,0,undefined,0
1725567060000,0,2414.4,0,2840,undefined,0,0,undefined,0,0,37777.6,0,37969.6,undefined,0,0,undefined,0
1725567090000,0,2400,0,2825.6,undefined,0,0,undefined,0,0,37974.4,0,38188.8,undefined,0,0,undefined,0
1725567120000,0,3100.8,0,3705.6,undefined,0,0,undefined,0,0,37843.2,0,38035.2,undefined,0,0,undefined,0
1725567150000,0,4910.4,0,5515.2,undefined,0,0,undefined,0,0,37814.4,0,38006.4,undefined,0,0,undefined,0
1725567180000,0,3076.8,0,3569.6,undefined,0,0,undefined,0,0,37827.2,0,38019.2,undefined,0,0,undefined,0
1725567210000,0,7988.8,0,9064,undefined,0,0,undefined,0,0,37886.4,0,38100.8,undefined,0,0,undefined,0
1725567240000,0,15091.2,0,17040,undefined,0,0,undefined,0,0,37899.2,0,38113.6,undefined,0,0,undefined,0
1725567270000,0,5692.8,0,6499.2,undefined,0,0,undefined,0,0,37846.4,0,38067.2,undefined,0,0,undefined,0
1725567300000,0,7246.4,0,8280,undefined,0,0,undefined,0,0,37945.6,0,38137.6,undefined,0,0,undefined,0
1725567330000,0,7988.8,0,9019.2,undefined,0,0,undefined,0,0,37897.6,0,38648,undefined,0,0,undefined,0
1725567360000,0,5120,0,5836.8,undefined,0,0,undefined,0,0,38032,0,38224,undefined,0,0,undefined,0
1725567390000,0,4920,0,5704,undefined,0,0,undefined,0,0,37961.6,0,38176,undefined,0,0,undefined,0
1725567420000,0,5748.8,0,6622.4,undefined,0,0,undefined,0,0,37995.2,0,38260.8,undefined,0,0,undefined,0
1725567450000,0,7542.4,0,9401.6,undefined,0,0,undefined,0,0,37942.4,0,38179.2,undefined,0,0,undefined,0
1725567480000,0,5651.2,0,6688,undefined,0,0,undefined,0,0,37876.8,0,38091.2,undefined,0,0,undefined,0
1725567510000,0,3289.6,0,3894.4,undefined,0,0,undefined,0,0,37990.4,0,38227.2,undefined,0,0,undefined,0
1725567540000,0,5107.2,0,5868.8,undefined,0,0,undefined,0,0,37798.4,0,37990.4,undefined,0,0,undefined,0
1725567570000,0,3969.6,0,4596.8,undefined,0,0,undefined,0,0,37868.8,0,38083.2,undefined,0,112,undefined,0
1725567600000,0,5635.2,0,6486.4,undefined,0,0,undefined,0,0,37782.4,0,37974.4,undefined,0,0,undefined,0
1725567630000,0,6395.2,0,7403.2,undefined,0,0,undefined,0,0,38073.6,0,38310.4,undefined,0,0,undefined,0
1725567660000,0,7392,0,8668.8,undefined,0,0,undefined,0,0,37908.8,0,38100.8,undefined,0,0,undefined,0
1725567690000,0,6358.4,0,7321.6,undefined,0,0,undefined,0,0,37942.4,0,38185.6,undefined,0,0,undefined,0
1725567720000,0,3846.4,0,4608,undefined,0,0,undefined,0,0,38097.6,0,38312,undefined,0,0,undefined,0
1725567750000,0,3193.6,0,3910.4,undefined,0,0,undefined,0,0,37964.8,0,38156.8,undefined,0,0,undefined,0
1725567780000,0,6187.2,0,7217.6,undefined,0,0,undefined,0,0,55816,0,56094.4,undefined,0,0,undefined,0
1725567810000,0,3505.6,0,4222.4,undefined,0,0,undefined,0,0,37916.8,0,38108.8,undefined,0,0,undefined,0
1725567840000,0,8142.4,0,9195.2,undefined,0,0,undefined,0,0,37990.4,0,38785.6,undefined,0,0,undefined,0
1725567870000,0,2331.2,0,2801.6,undefined,0,0,undefined,0,0,37841.6,0,38062.4,undefined,0,0,undefined,0
1725567900000,0,8739.2,0,9568,undefined,0,0,undefined,0,0,37892.8,0,38113.6,undefined,0,0,undefined,0
1725567930000,0,1662.4,0,1998.4,undefined,0,0,undefined,0,0,37859.2,0,38080,undefined,0,0,undefined,0
1725567960000,0,7816,0,9115.2,undefined,0,0,undefined,0,0,37971.2,0,38214.4,undefined,0,0,undefined,0
1725567990000,0,2920,0,3569.6,undefined,0,0,undefined,0,0,37865.6,0,38086.4,undefined,0,0,undefined,0
1725568020000,0,4953.6,0,5852.8,undefined,0,0,undefined,0,0,37984,0,38204.8,undefined,0,0,undefined,0
1725568050000,0,3859.2,0,4620.8,3638.4,246.4,0,undefined,0,0,39440,0,40112,37528,116.8,547.2,undefined,0
1725568080000,0,9144,0,10440,10248,0,0,undefined,0,547.2,38392,0,38603.2,37057.6,0,547.2,undefined,0
1725568110000,0,3420.8,0,4115.2,3862.4,0,0,undefined,0,0,38256,0,38448,37094.4,0,0,undefined,0
1725568140000,0,6392,0,7377.6,5744,0,0,undefined,0,0,38382.4,0,38574.4,37220.8,0,547.2,undefined,0
1725568170000,0,2960,0,3497.6,3148.8,0,0,undefined,0,0,38505.6,0,38697.6,37344,0,547.2,undefined,0
1725568200000,0,7795.2,0,8892.8,8544,0,0,undefined,0,0,38374.4,0,38566.4,37212.8,0,547.2,undefined,0
1725568230000,0,3862.4,0,4736,4008,0,0,undefined,0,547.2,38408,0,38600,37246.4,0,1094.4,undefined,0
1725568260000,0,4652.8,0,5504,3993.6,0,0,undefined,0,0,38324.8,0,38516.8,37163.2,0,0,undefined,0
1725568290000,0,4563.2,0,5280,4902.4,0,0,undefined,0,0,38376,0,39126.4,37214.4,0,0,undefined,0
1725568320000,0,7721.6,0,8886.4,8694.4,0,0,undefined,0,547.2,38286.4,0,38478.4,37124.8,0,547.2,undefined,0
1725568350000,0,2776,0,3448,3448,0,0,undefined,0,0,38196.8,0,38388.8,37035.2,0,0,undefined,0
1725568380000,0,3856,0,4598.4,2283.2,0,0,undefined,0,0,38334.4,0,38584,37105.6,0,0,undefined,0
1725568410000,0,9048,0,10369.6,9395.2,0,0,undefined,0,0,42544,0,42736,38915.2,0,0,undefined,0
1725568440000,0,2212449.6,0,2253326.4,2251452.8,0,0,undefined,0,0,2281441.6,0,2281633.6,1999934.4,0,0,undefined,0
1725568470000,0,93109382.4,0,96022336,93967420.8,0,0,undefined,0,0,95760035.2,0,95765328,95602956.8,0,0,undefined,0
1725568500000,0,100772014.4,0,103921691.2,101705496,0,0,undefined,0,0,103635912,0,103636132.8,103472196.8,0,0,undefined,0
1725568530000,0,105377206.4,0,108669385.6,106351561.6,0,0,undefined,0,0,108369300.8,0,108369521.6,108211561.6,0,0,undefined,0
1725568560000,0,103194443.2,0,106418942.4,104149758.4,0,0,undefined,0,0,106123998.4,0,106124248,105965147.2,0,0,undefined,0
1725568590000,0,107538785.6,0,110896840,108533038.4,0,0,undefined,0,0,110590692.8,0,110590958.4,110430433.6,0,0,undefined,0
1725568620000,0,104826300.8,0,108101571.2,105802496,0,0,undefined,0,0,107803920,0,107804140.8,107649361.6,0,547.2,undefined,0
1725568650000,0,88893908.8,0,91674123.2,89718928,0,0,undefined,0,0,91428544,0,91428764.8,91267094.4,0,0,undefined,0
1725568680000,0,86198841.6,0,88899763.2,86994387.2,0,0,undefined,0,0,88658305.6,0,88666144,88504019.2,0,0,undefined,0
1725568710000,0,92500168,0,95391697.6,93358596.8,0,0,undefined,0,0,95135145.6,0,95135440,94970150.4,0,547.2,undefined,0
1725568740000,0,106219820.8,0,109537468.8,107193625.6,0,0,undefined,0,547.2,109234734.4,0,109240033.6,109081838.4,0,547.2,undefined,0
1725568770000,0,168180.8,0,175444.8,172116.8,0,0,undefined,0,0,209368,0,209588.8,172089.6,0,0,undefined,0
1725568800000,0,6412.8,0,7353.6,7353.6,0,0,undefined,0,0,39939.2,0,40718.4,38601.6,0,0,undefined,0
1725568830000,0,28116.8,0,30475.2,30312,0,0,undefined,0,0,65270.4,0,65491.2,54048,0,0,undefined,0
1725568860000,0,3696,0,4505.6,3793.6,0,0,undefined,0,0,38401.6,0,38593.6,37240,0,0,undefined,0
1725568890000,0,3987.2,0,4614.4,3702.4,0,0,undefined,0,0,38500.8,0,38692.8,37339.2,0,0,undefined,0
1725568920000,0,3459.2,0,4243.2,4008,0,0,undefined,0,547.2,38552,0,38744,37128,0,547.2,undefined,0
1725568950000,0,4819.2,0,5625.6,3673.6,0,0,undefined,0,547.2,39353.6,0,39574.4,38192,0,547.2,undefined,0
1725568980000,0,3659.2,0,4331.2,2574.4,0,0,undefined,0,547.2,38681.6,0,38902.4,37363.2,0,547.2,undefined,0
1725569010000,0,5894.4,0,6790.4,4456,0,0,undefined,0,0,38443.2,0,38635.2,37281.6,76.8,0,undefined,0
1725569040000,0,4451.2,0,5145.6,3432,0,0,undefined,0,0,38368,0,38560,37206.4,0,0,undefined,0
1725569070000,0,46628.8,0,49160,21216,0,0,undefined,0,0,83851.2,0,84043.2,63577.6,0,0,undefined,0
1725569100000,0,177905.6,0,183192,49670.4,0,0,undefined,0,0,217436.8,0,217628.8,168801.6,0,0,undefined,0
1725569130000,0,106142251.2,0,107192091.2,182150.4,0,0,undefined,0,0,106868816,0,106864358.4,106680104,0,0,undefined,0
1725569160000,0,108019108.8,0,109086603.2,162622.4,0,0,undefined,0,0,108754556.8,0,108754748.8,108586201.6,0,0,undefined,0
1725569190000,0,105723576,0,106768558.4,156160,0,0,undefined,0,0,106444790.4,0,106444982.4,106282812.8,0,0,undefined,0
1725569220000,0,102381299.2,0,103399177.6,217608,0,0,undefined,0,0,103088982.4,0,103089196.8,102860908.8,0,0,undefined,0
1725569250000,0,105925516.8,0,106975337.6,201350.4,0,0,undefined,0,0,106651772.8,0,106651964.8,106443091.2,0,0,undefined,0
1725569280000,0,106816710.4,0,107871792,171633.6,0,0,undefined,0,0,107545398.4,0,107538705.6,107369043.2,0,0,undefined,0
1725569310000,0,110222947.2,0,111312262.4,163377.6,0,0,undefined,0,0,110970516.8,0,110971267.2,110803745.6,0,0,undefined,0
1725569340000,0,105988915.2,0,107042723.2,253353.6,0,0,undefined,0,0,106714083.2,0,106714342.4,106457680,0,547.2,undefined,0
1725569370000,0,107993875.2,0,109056390.4,157100.8,0,0,undefined,0,0,108719003.2,0,108714612.8,108566275.2,0,0,undefined,0
1725569400000,0,105724072,0,106769166.4,154905.6,0,0,undefined,0,0,106444019.2,0,106444278.4,106284035.2,0,0,undefined,0
1725569430000,0,5878.4,0,6841.6,3924.8,0,0,undefined,0,547.2,38827.2,0,39048,37390.4,0,1094.4,undefined,0
1725569460000,0,6452.8,0,7566.4,5404.8,0,0,undefined,0,0,38912,0,39152,37244.8,0,0,undefined,0
1725569490000,0,3913.6,0,4630.4,2977.6,0,0,undefined,0,547.2,38508.8,0,38745.6,37273.6,0,547.2,undefined,0
1725569520000,0,4488,0,5432,4057.6,0,0,undefined,0,0,38516.8,0,38753.6,37281.6,0,547.2,undefined,0
1725569550000,0,3657.6,0,4374.4,3099.2,0,0,undefined,0,0,38580.8,0,38840,37345.6,0,0,undefined,0
1725569580000,0,3584,0,4278.4,3003.2,0,0,undefined,0,547.2,38849.6,0,39086.4,37276.8,0,547.2,undefined,0
1725569610000,0,4436.8,0,5332.8,1814.4,0,0,undefined,0,0,38520,0,38756.8,37284.8,0,0,undefined,0
1725569640000,0,5579.2,0,6408,4736,0,0,undefined,0,0,38436.8,0,38673.6,37201.6,0,0,undefined,0
1725569670000,0,2177.6,0,2670.4,1344,0,0,undefined,0,547.2,38289.6,0,38481.6,37128,0,547.2,undefined,0
1725569700000,0,5046.4,0,6099.2,4190.4,0,0,undefined,0,547.2,38444.8,0,38681.6,37209.6,0,547.2,undefined,0
1725569730000,0,6062.4,0,6958.4,4867.2,0,0,undefined,0,0,38465.6,0,38702.4,37230.4,0,0,undefined,0
1725569760000,0,3465.6,0,4025.6,2795.2,0,0,undefined,0,0,38465.6,0,38680,37304,0,0,undefined,0
1725569790000,0,5158.4,0,5942.4,4368,0,0,undefined,0,0,38409.6,0,38601.6,37248,0,0,undefined,0
1725569820000,0,6660.8,0,7691.2,5784,0,0,undefined,0,0,38804.8,0,39644.8,37496,0,0,undefined,0
1725569850000,0,5499.2,0,6350.4,3456,0,0,undefined,0,0,38590.4,0,38849.6,37355.2,0,0,undefined,0
1725569880000,0,6222.4,0,7051.2,5472,0,0,undefined,0,0,38337.6,0,38529.6,37176,0,0,undefined,0
1725569910000,0,6118.4,0,7036.8,5457.6,0,0,undefined,0,0,38328,0,38520,37166.4,0,0,undefined,0
1725569940000,0,6572.8,0,7536,5376,0,0,undefined,0,0,38390.4,0,38582.4,37228.8,0,0,undefined,0
1725569970000,0,4339.2,0,5033.6,2769.6,0,0,undefined,0,0,38561.6,0,38776,37326.4,0,547.2,undefined,0
1725570000000,0,5915.2,0,6788.8,5513.6,0,0,undefined,0,0,38526.4,0,38763.2,37291.2,0,0,undefined,0
1725570030000,0,4587.2,0,5460.8,3852.8,0,0,undefined,0,0,38328,0,38520,37166.4,0,0,undefined,0
1725570060000,0,4715.2,0,5656,4336,0,0,undefined,0,0,38918.4,0,39289.6,37462.4,0,0,undefined,0
1725570090000,0,6052.8,0,7038.4,3868.8,0,0,undefined,0,0,38689.6,0,38993.6,37380.8,0,0,undefined,0
1725570120000,0,10904,0,11956.8,4603.2,0,0,undefined,0,0,39244.8,0,39792,37664,0,0,undefined,0
1725570150000,0,3118.4,0,3835.2,1993.6,0,0,undefined,0,0,38657.6,0,38894.4,37422.4,0,0,undefined,0
1725570180000,0,4140.8,0,4924.8,3515.2,0,0,undefined,0,0,38502.4,0,38745.6,37267.2,0,547.2,undefined,0
1725570210000,0,4470.4,0,5344,3414.4,0,0,undefined,0,547.2,38696,0,38932.8,37460.8,0,547.2,undefined,0
1725570240000,0,3406.4,0,4100.8,2206.4,0,0,undefined,0,547.2,38664,0,38900.8,37428.8,0,547.2,undefined,0
1725570270000,0,4508.8,0,5382.4,3432,0,0,undefined,0,0,38728,0,39009.6,37419.2,0,0,undefined,0
1725570300000,0,5073.6,0,6059.2,4572.8,0,0,undefined,0,547.2,38560,0,38819.2,37251.2,0,547.2,undefined,0
1725570330000,0,7785.6,0,8748.8,6657.6,0,0,undefined,0,0,38353.6,0,39104,37192,0,0,undefined,0
1725570360000,0,6187.2,0,7220.8,5179.2,0,0,undefined,0,547.2,38320,0,38512,37158.4,0,547.2,undefined,0
1725570390000,0,5116.8,0,5900.8,4670.4,0,0,undefined,0,0,38476.8,0,38668.8,37315.2,0,0,undefined,0
1725570420000,0,4745.6,0,5798.4,4500.8,0,0,undefined,0,0,38699.2,0,38980.8,37390.4,0,0,undefined,0
1725570450000,0,5504,0,6646.4,4347.2,0,0,undefined,0,0,38641.6,0,38923.2,37332.8,0,0,undefined,0
1725570480000,0,4489.6,0,5296,3563.2,0,0,undefined,0,0,38369.6,0,38561.6,37208,0,0,undefined,0
1725570510000,0,4289.6,0,5140.8,3518.4,0,0,undefined,0,0,38464,0,38700.8,37228.8,0,0,undefined,0
1725570540000,0,10076.8,0,11667.2,9304,0,0,undefined,0,0,38648,0,38929.6,37339.2,0,0,undefined,0
1725570570000,0,2220.8,0,2579.2,480,0,0,undefined,0,0,38353.6,0,38545.6,37192,0,0,undefined,0
1725570600000,0,7660.8,0,8780.8,6768,0,0,undefined,0,0,38635.2,0,38856,37473.6,0,0,undefined,0
1725570630000,0,4531.2,0,5382.4,4001.6,0,0,undefined,0,0,38740.8,0,39000,37432,0,0,undefined,0
1725570660000,0,5672,0,6612.8,3326.4,0,0,undefined,0,0,38616,0,38852.8,37380.8,0,0,undefined,0
1725570690000,0,5542.4,0,6259.2,4750.4,0,0,undefined,0,0,38371.2,0,38563.2,37209.6,0,0,undefined,0
1725570720000,0,4537.6,0,5276.8,3766.4,0,0,undefined,0,0,38323.2,0,38515.2,37161.6,0,547.2,undefined,0
1725570750000,0,6587.2,0,7550.4,6025.6,0,0,undefined,0,0,38395.2,0,38587.2,37128,0,0,undefined,0
1725570780000,0,8024,0,9345.6,7057.6,0,0,undefined,0,0,38612.8,0,39452.8,37304,0,0,undefined,0
1725570810000,0,5478.4,0,6284.8,4416,0,0,undefined,0,0,38724.8,0,38961.6,37489.6,0,547.2,undefined,0
1725570840000,0,6246.4,0,7254.4,5484.8,0,0,undefined,0,0,38827.2,0,39108.8,37518.4,0,547.2,undefined,0
1725570870000,0,5844.8,0,6651.2,5376,0,0,undefined,0,0,38699.2,0,38958.4,37464,0,547.2,undefined,0
1725570900000,0,3636.8,0,4420.8,1622.4,0,0,undefined,0,0,39465.6,0,39724.8,38230.4,0,547.2,undefined,0
1725570930000,0,6024,0,7099.2,4188.8,0,0,undefined,0,547.2,39380.8,0,39617.6,38145.6,0,1094.4,undefined,0
1725570960000,0,4585.6,0,5481.6,3230.4,0,0,undefined,0,0,39468.8,0,39763.2,37315.2,0,0,undefined,0
1725570990000,0,4862.4,0,5691.2,3577.6,0,0,undefined,0,547.2,38700.8,0,38982.4,37392,0,1094.4,undefined,0
1725571020000,0,4966.4,0,5907.2,3734.4,0,0,undefined,0,0,39196.8,0,39456,37961.6,0,0,undefined,0
1725571050000,0,4484.8,0,5336,2916.8,0,0,undefined,0,547.2,39793.6,0,40075.2,38484.8,0,547.2,undefined,0
1725571080000,0,5515.2,0,6478.4,3340.8,0,0,undefined,0,0,39609.6,0,39868.8,38300.8,0,0,undefined,0
1725571110000,0,3337.6,0,4032,2337.6,0,0,undefined,0,547.2,39217.6,0,39499.2,37908.8,0,547.2,undefined,0
1725571140000,0,3260.8,0,4044.8,2064,0,0,undefined,0,0,38665.6,0,38953.6,37356.8,0,0,undefined,0
1725571170000,0,5761.6,0,6747.2,3961.6,0,0,undefined,0,0,38577.6,0,38814.4,37342.4,0,0,undefined,0
1725571200000,0,4572.8,0,5424,3492.8,0,0,undefined,0,0,38616,0,38875.2,37380.8,0,0,undefined,0
1725571230000,0,6902.4,0,7977.6,6123.2,0,0,undefined,0,0,38612.8,0,39430.4,37304,0,0,undefined,0
1725571260000,0,3830.4,0,4569.6,3294.4,0,0,undefined,0,0,38740.8,0,39022.4,37432,0,0,undefined,0
1725571290000,0,3849.6,0,4544,2785.6,0,0,undefined,0,0,38697.6,0,38979.2,37388.8,0,0,undefined,0
1725571320000,0,4483.2,0,5088,2350.4,0,0,undefined,0,547.2,38411.2,0,38603.2,37249.6,0,547.2,undefined,0
1725571350000,0,4198.4,0,4982.4,3099.2,0,0,undefined,0,547.2,38704,0,38985.6,37395.2,0,1094.4,undefined,0
1725571380000,0,4267.2,0,4961.6,2795.2,0,0,undefined,0,0,38633.6,0,38876.8,37398.4,0,547.2,undefined,0
1725571410000,0,2779.2,0,3451.2,1587.2,0,0,undefined,0,0,38532.8,0,38769.6,37297.6,0,0,undefined,0
1725571440000,0,4720,0,5481.6,3779.2,0,0,undefined,0,0,38721.6,0,38980.8,37412.8,0,0,undefined,0
