"Time","RAM Total","RAM Used","RAM Cache + Buffer","RAM Free","SWAP Used"
2024-03-05 16:05:45,15.4 GiB,2.60 GiB,1.90 GiB,10.9 GiB,0 B
2024-03-05 16:06:00,15.4 GiB,2.60 GiB,1.90 GiB,10.9 GiB,0 B
2024-03-05 16:06:15,15.4 GiB,2.61 GiB,1.90 GiB,10.9 GiB,0 B
2024-03-05 16:06:30,15.4 GiB,2.61 GiB,1.90 GiB,10.9 GiB,0 B
2024-03-05 16:06:45,15.4 GiB,2.61 GiB,1.90 GiB,10.9 GiB,0 B
2024-03-05 16:07:00,15.4 GiB,2.61 GiB,1.90 GiB,10.9 GiB,0 B
2024-03-05 16:07:15,15.4 GiB,2.61 GiB,1.90 GiB,10.8 GiB,0 B
2024-03-05 16:07:30,15.4 GiB,2.62 GiB,1.90 GiB,10.8 GiB,0 B
2024-03-05 16:07:45,15.4 GiB,2.62 GiB,1.90 GiB,10.8 GiB,0 B
2024-03-05 16:08:00,15.4 GiB,2.62 GiB,1.90 GiB,10.8 GiB,0 B
2024-03-05 16:08:15,15.4 GiB,2.62 GiB,1.90 GiB,10.8 GiB,0 B
2024-03-05 16:08:30,15.4 GiB,1.17 GiB,1.90 GiB,12.3 GiB,0 B
2024-03-05 16:08:45,15.4 GiB,1.17 GiB,1.90 GiB,12.3 GiB,0 B
2024-03-05 16:09:00,15.4 GiB,2.40 GiB,1.90 GiB,11.1 GiB,0 B
2024-03-05 16:09:15,15.4 GiB,2.40 GiB,1.90 GiB,11.1 GiB,0 B
2024-03-05 16:09:30,15.4 GiB,2.40 GiB,1.90 GiB,11.1 GiB,0 B
2024-03-05 16:09:45,15.4 GiB,2.40 GiB,1.90 GiB,11.1 GiB,0 B
2024-03-05 16:10:00,15.4 GiB,2.41 GiB,1.90 GiB,11.1 GiB,0 B
2024-03-05 16:10:15,15.4 GiB,2.41 GiB,1.90 GiB,11.1 GiB,0 B
2024-03-05 16:10:30,15.4 GiB,2.41 GiB,1.90 GiB,11.0 GiB,0 B
2024-03-05 16:10:45,15.4 GiB,2.41 GiB,1.90 GiB,11.1 GiB,0 B
2024-03-05 16:11:00,15.4 GiB,2.41 GiB,1.90 GiB,11.0 GiB,0 B
2024-03-05 16:11:15,15.4 GiB,2.42 GiB,1.90 GiB,11.0 GiB,0 B
2024-03-05 16:11:30,15.4 GiB,2.42 GiB,1.90 GiB,11.0 GiB,0 B
2024-03-05 16:11:45,15.4 GiB,2.42 GiB,1.90 GiB,11.0 GiB,0 B
2024-03-05 16:12:00,15.4 GiB,2.42 GiB,1.90 GiB,11.0 GiB,0 B
2024-03-05 16:12:15,15.4 GiB,2.42 GiB,1.90 GiB,11.0 GiB,0 B
2024-03-05 16:12:30,15.4 GiB,2.43 GiB,1.90 GiB,11.0 GiB,0 B
2024-03-05 16:12:45,15.4 GiB,2.42 GiB,1.90 GiB,11.0 GiB,0 B
2024-03-05 16:13:00,15.4 GiB,2.43 GiB,1.90 GiB,11.0 GiB,0 B
2024-03-05 16:13:15,15.4 GiB,2.43 GiB,1.90 GiB,11.0 GiB,0 B
2024-03-05 16:13:30,15.4 GiB,2.44 GiB,1.90 GiB,11.0 GiB,0 B
2024-03-05 16:13:45,15.4 GiB,2.44 GiB,1.90 GiB,11.0 GiB,0 B
2024-03-05 16:14:00,15.4 GiB,2.45 GiB,1.90 GiB,11.0 GiB,0 B
2024-03-05 16:14:15,15.4 GiB,2.45 GiB,1.90 GiB,11.0 GiB,0 B
2024-03-05 16:14:30,15.4 GiB,2.45 GiB,1.90 GiB,11.0 GiB,0 B
2024-03-05 16:14:45,15.4 GiB,2.45 GiB,1.90 GiB,11.0 GiB,0 B
2024-03-05 16:15:00,15.4 GiB,2.45 GiB,1.90 GiB,11.0 GiB,0 B
2024-03-05 16:15:15,15.4 GiB,2.46 GiB,1.90 GiB,11.0 GiB,0 B
2024-03-05 16:15:30,15.4 GiB,2.46 GiB,1.90 GiB,11.0 GiB,0 B
2024-03-05 16:15:45,15.4 GiB,2.46 GiB,1.90 GiB,11.0 GiB,0 B
2024-03-05 16:16:00,15.4 GiB,2.47 GiB,1.90 GiB,11.0 GiB,0 B
2024-03-05 16:16:15,15.4 GiB,2.46 GiB,1.90 GiB,11.0 GiB,0 B
2024-03-05 16:16:30,15.4 GiB,2.46 GiB,1.90 GiB,11.0 GiB,0 B
2024-03-05 16:16:45,15.4 GiB,2.46 GiB,1.90 GiB,11.0 GiB,0 B
2024-03-05 16:17:00,15.4 GiB,2.47 GiB,1.90 GiB,11.0 GiB,0 B
2024-03-05 16:17:15,15.4 GiB,2.47 GiB,1.90 GiB,11.0 GiB,0 B
2024-03-05 16:17:30,15.4 GiB,2.47 GiB,1.90 GiB,11.0 GiB,0 B
2024-03-05 16:17:45,15.4 GiB,2.48 GiB,1.90 GiB,11.0 GiB,0 B
2024-03-05 16:18:00,15.4 GiB,2.48 GiB,1.90 GiB,11.0 GiB,0 B
2024-03-05 16:18:15,15.4 GiB,2.48 GiB,1.91 GiB,11.0 GiB,0 B
2024-03-05 16:18:30,15.4 GiB,2.48 GiB,1.91 GiB,11.0 GiB,0 B
2024-03-05 16:18:45,15.4 GiB,2.48 GiB,1.91 GiB,11.0 GiB,0 B
2024-03-05 16:19:00,15.4 GiB,2.48 GiB,1.91 GiB,11.0 GiB,0 B
