"Time","RAM Total","RAM Used","RAM Cache + Buffer","RAM Free","SWAP Used"
2024-03-04 17:41:15,15.4 GiB,7.41 GiB,7.69 GiB,261 MiB,160 MiB
2024-03-04 17:41:30,15.4 GiB,7.41 GiB,7.69 GiB,261 MiB,160 MiB
2024-03-04 17:41:45,15.4 GiB,7.41 GiB,7.69 GiB,263 MiB,160 MiB
2024-03-04 17:42:00,15.4 GiB,7.41 GiB,7.69 GiB,263 MiB,160 MiB
2024-03-04 17:42:15,15.4 GiB,7.42 GiB,7.69 GiB,254 MiB,160 MiB
2024-03-04 17:42:30,15.4 GiB,7.42 GiB,7.69 GiB,256 MiB,160 MiB
2024-03-04 17:42:45,15.4 GiB,7.42 GiB,7.69 GiB,256 MiB,160 MiB
2024-03-04 17:43:00,15.4 GiB,7.42 GiB,7.69 GiB,254 MiB,160 MiB
2024-03-04 17:43:15,15.4 GiB,7.42 GiB,7.69 GiB,256 MiB,160 MiB
2024-03-04 17:43:30,15.4 GiB,7.42 GiB,7.69 GiB,254 MiB,160 MiB
2024-03-04 17:43:45,15.4 GiB,7.41 GiB,7.70 GiB,255 MiB,160 MiB
2024-03-04 17:44:00,15.4 GiB,7.42 GiB,7.70 GiB,252 MiB,160 MiB
2024-03-04 17:44:15,15.4 GiB,7.42 GiB,7.70 GiB,252 MiB,160 MiB
2024-03-04 17:44:30,15.4 GiB,7.42 GiB,7.70 GiB,248 MiB,160 MiB
2024-03-04 17:44:45,15.4 GiB,7.42 GiB,7.70 GiB,249 MiB,160 MiB
2024-03-04 17:45:00,15.4 GiB,7.42 GiB,7.66 GiB,282 MiB,160 MiB
2024-03-04 17:45:15,15.4 GiB,7.42 GiB,7.66 GiB,284 MiB,160 MiB
2024-03-04 17:45:30,15.4 GiB,7.42 GiB,7.66 GiB,282 MiB,160 MiB
2024-03-04 17:45:45,15.4 GiB,7.42 GiB,7.66 GiB,279 MiB,160 MiB
2024-03-04 17:46:00,15.4 GiB,7.42 GiB,7.67 GiB,277 MiB,160 MiB
2024-03-04 17:46:15,15.4 GiB,7.42 GiB,7.67 GiB,277 MiB,160 MiB
2024-03-04 17:46:30,15.4 GiB,7.43 GiB,7.67 GiB,275 MiB,160 MiB
2024-03-04 17:46:45,15.4 GiB,7.42 GiB,7.67 GiB,276 MiB,160 MiB
2024-03-04 17:47:00,15.4 GiB,7.42 GiB,7.67 GiB,280 MiB,160 MiB
2024-03-04 17:47:15,15.4 GiB,7.42 GiB,7.67 GiB,276 MiB,160 MiB
2024-03-04 17:47:30,15.4 GiB,7.42 GiB,7.67 GiB,273 MiB,160 MiB
2024-03-04 17:47:45,15.4 GiB,7.42 GiB,7.67 GiB,282 MiB,160 MiB
2024-03-04 17:48:00,15.4 GiB,7.42 GiB,7.67 GiB,278 MiB,160 MiB
2024-03-04 17:48:15,15.4 GiB,7.42 GiB,7.67 GiB,276 MiB,160 MiB
2024-03-04 17:48:30,15.4 GiB,7.42 GiB,7.67 GiB,278 MiB,160 MiB
2024-03-04 17:48:45,15.4 GiB,7.42 GiB,7.67 GiB,276 MiB,160 MiB
2024-03-04 17:49:00,15.4 GiB,7.42 GiB,7.62 GiB,328 MiB,160 MiB
2024-03-04 17:49:15,15.4 GiB,7.42 GiB,7.62 GiB,327 MiB,160 MiB
2024-03-04 17:49:30,15.4 GiB,7.42 GiB,7.62 GiB,325 MiB,160 MiB
2024-03-04 17:49:45,15.4 GiB,7.42 GiB,7.62 GiB,325 MiB,160 MiB
2024-03-04 17:50:00,15.4 GiB,7.38 GiB,7.62 GiB,360 MiB,160 MiB
2024-03-04 17:50:15,15.4 GiB,7.38 GiB,7.62 GiB,360 MiB,160 MiB
2024-03-04 17:50:30,15.4 GiB,7.38 GiB,7.63 GiB,358 MiB,160 MiB
2024-03-04 17:50:45,15.4 GiB,7.38 GiB,7.63 GiB,359 MiB,160 MiB
2024-03-04 17:51:00,15.4 GiB,7.39 GiB,7.63 GiB,355 MiB,160 MiB
