"Time","RAM Total","RAM Used","RAM Cache + Buffer","RAM Free","SWAP Used"
2024-03-20 17:07:45,38.9 GiB,803 MiB,657 MiB,37.4 GiB,0 B
2024-03-20 17:08:00,38.9 GiB,803 MiB,657 MiB,37.4 GiB,0 B
2024-03-20 17:08:15,38.9 GiB,804 MiB,657 MiB,37.4 GiB,0 B
2024-03-20 17:08:30,38.9 GiB,803 MiB,657 MiB,37.4 GiB,0 B
2024-03-20 17:08:45,38.9 GiB,1.06 GiB,1.05 GiB,36.7 GiB,0 B
2024-03-20 17:09:00,38.9 GiB,1.24 GiB,1.16 GiB,36.4 GiB,0 B
2024-03-20 17:09:15,38.9 GiB,1.20 GiB,1.16 GiB,36.5 GiB,0 B
2024-03-20 17:09:30,38.9 GiB,1.21 GiB,1.16 GiB,36.5 GiB,0 B
2024-03-20 17:09:45,38.9 GiB,1.21 GiB,1.16 GiB,36.5 GiB,0 B
2024-03-20 17:10:00,38.9 GiB,1.21 GiB,1.16 GiB,36.5 GiB,0 B
2024-03-20 17:10:15,38.9 GiB,1.22 GiB,1.16 GiB,36.5 GiB,0 B
2024-03-20 17:10:30,38.9 GiB,1.22 GiB,1.17 GiB,36.5 GiB,0 B
2024-03-20 17:10:45,38.9 GiB,1.22 GiB,1.17 GiB,36.5 GiB,0 B
2024-03-20 17:11:00,38.9 GiB,1.23 GiB,1.17 GiB,36.5 GiB,0 B
2024-03-20 17:11:15,38.9 GiB,1.24 GiB,1.17 GiB,36.4 GiB,0 B
2024-03-20 17:11:30,38.9 GiB,1.25 GiB,1.17 GiB,36.4 GiB,0 B
2024-03-20 17:11:45,38.9 GiB,1.26 GiB,1.17 GiB,36.4 GiB,0 B
2024-03-20 17:12:00,38.9 GiB,1.26 GiB,1.17 GiB,36.4 GiB,0 B
2024-03-20 17:12:15,38.9 GiB,1.26 GiB,1.17 GiB,36.4 GiB,0 B
2024-03-20 17:12:30,38.9 GiB,1.26 GiB,1.17 GiB,36.4 GiB,0 B
2024-03-20 17:12:45,38.9 GiB,1.25 GiB,1.17 GiB,36.4 GiB,0 B
2024-03-20 17:13:00,38.9 GiB,1.25 GiB,1.17 GiB,36.4 GiB,0 B
2024-03-20 17:13:15,38.9 GiB,1.25 GiB,1.17 GiB,36.4 GiB,0 B
2024-03-20 17:13:30,38.9 GiB,1.25 GiB,1.17 GiB,36.4 GiB,0 B
2024-03-20 17:13:45,38.9 GiB,1.26 GiB,1.17 GiB,36.4 GiB,0 B
2024-03-20 17:14:00,38.9 GiB,1.26 GiB,1.17 GiB,36.4 GiB,0 B
2024-03-20 17:14:15,38.9 GiB,1.26 GiB,1.17 GiB,36.4 GiB,0 B
2024-03-20 17:14:30,38.9 GiB,1.27 GiB,1.17 GiB,36.4 GiB,0 B
2024-03-20 17:14:45,38.9 GiB,1.27 GiB,1.17 GiB,36.4 GiB,0 B
2024-03-20 17:15:00,38.9 GiB,1.27 GiB,1.17 GiB,36.4 GiB,0 B
2024-03-20 17:15:15,38.9 GiB,1.27 GiB,1.17 GiB,36.4 GiB,0 B
2024-03-20 17:15:30,38.9 GiB,1.27 GiB,1.17 GiB,36.4 GiB,0 B
2024-03-20 17:15:45,38.9 GiB,1.27 GiB,1.17 GiB,36.4 GiB,0 B
2024-03-20 17:16:00,38.9 GiB,1.27 GiB,1.17 GiB,36.4 GiB,0 B
2024-03-20 17:16:15,38.9 GiB,1.27 GiB,1.17 GiB,36.4 GiB,0 B
2024-03-20 17:16:30,38.9 GiB,1.27 GiB,1.17 GiB,36.4 GiB,0 B
2024-03-20 17:16:45,38.9 GiB,1.27 GiB,1.17 GiB,36.4 GiB,0 B
2024-03-20 17:17:00,38.9 GiB,1.27 GiB,1.17 GiB,36.4 GiB,0 B
2024-03-20 17:17:15,38.9 GiB,1.27 GiB,1.17 GiB,36.4 GiB,0 B
2024-03-20 17:17:30,38.9 GiB,1.27 GiB,1.17 GiB,36.4 GiB,0 B
2024-03-20 17:17:45,38.9 GiB,1.28 GiB,1.17 GiB,36.4 GiB,0 B
2024-03-20 17:18:00,38.9 GiB,1.27 GiB,1.17 GiB,36.4 GiB,0 B
2024-03-20 17:18:15,38.9 GiB,1.27 GiB,1.17 GiB,36.4 GiB,0 B
2024-03-20 17:18:30,38.9 GiB,1.27 GiB,1.17 GiB,36.4 GiB,0 B
2024-03-20 17:18:45,38.9 GiB,1.27 GiB,1.17 GiB,36.4 GiB,0 B
2024-03-20 17:19:00,38.9 GiB,1.27 GiB,1.17 GiB,36.4 GiB,0 B
2024-03-20 17:19:15,38.9 GiB,1.28 GiB,1.17 GiB,36.4 GiB,0 B
2024-03-20 17:19:30,38.9 GiB,1.27 GiB,1.17 GiB,36.4 GiB,0 B
2024-03-20 17:19:45,38.9 GiB,1.27 GiB,1.17 GiB,36.4 GiB,0 B
2024-03-20 17:20:00,38.9 GiB,1.28 GiB,1.17 GiB,36.4 GiB,0 B
