"Time","RAM Total","RAM Used","RAM Cache + Buffer","RAM Free","SWAP Used"
2024-03-20 17:08:15,15.4 GiB,1.12 GiB,2.09 GiB,12.1 GiB,0 B
2024-03-20 17:08:30,15.4 GiB,1.12 GiB,2.09 GiB,12.1 GiB,0 B
2024-03-20 17:08:45,15.4 GiB,1.13 GiB,2.10 GiB,12.1 GiB,0 B
2024-03-20 17:09:00,15.4 GiB,1.13 GiB,2.11 GiB,12.1 GiB,0 B
2024-03-20 17:09:15,15.4 GiB,1.13 GiB,2.11 GiB,12.1 GiB,0 B
2024-03-20 17:09:30,15.4 GiB,1.12 GiB,2.11 GiB,12.1 GiB,0 B
2024-03-20 17:09:45,15.4 GiB,1.26 GiB,2.14 GiB,12.0 GiB,0 B
2024-03-20 17:10:00,15.4 GiB,2.36 GiB,2.18 GiB,10.8 GiB,0 B
2024-03-20 17:10:15,15.4 GiB,2.37 GiB,2.18 GiB,10.8 GiB,0 B
2024-03-20 17:10:30,15.4 GiB,2.37 GiB,2.18 GiB,10.8 GiB,0 B
2024-03-20 17:10:45,15.4 GiB,2.37 GiB,2.18 GiB,10.8 GiB,0 B
2024-03-20 17:11:00,15.4 GiB,2.38 GiB,2.18 GiB,10.8 GiB,0 B
2024-03-20 17:11:15,15.4 GiB,2.38 GiB,2.18 GiB,10.8 GiB,0 B
2024-03-20 17:11:30,15.4 GiB,2.38 GiB,2.18 GiB,10.8 GiB,0 B
2024-03-20 17:11:45,15.4 GiB,2.38 GiB,2.19 GiB,10.8 GiB,0 B
2024-03-20 17:12:00,15.4 GiB,2.43 GiB,2.19 GiB,10.7 GiB,0 B
2024-03-20 17:12:15,15.4 GiB,2.44 GiB,2.20 GiB,10.7 GiB,0 B
2024-03-20 17:12:30,15.4 GiB,2.45 GiB,2.20 GiB,10.7 GiB,0 B
2024-03-20 17:12:45,15.4 GiB,2.44 GiB,2.20 GiB,10.7 GiB,0 B
2024-03-20 17:13:00,15.4 GiB,2.45 GiB,2.20 GiB,10.7 GiB,0 B
2024-03-20 17:13:15,15.4 GiB,2.45 GiB,2.20 GiB,10.7 GiB,0 B
2024-03-20 17:13:30,15.4 GiB,2.46 GiB,2.20 GiB,10.7 GiB,0 B
2024-03-20 17:13:45,15.4 GiB,2.46 GiB,2.20 GiB,10.7 GiB,0 B
2024-03-20 17:14:00,15.4 GiB,2.46 GiB,2.20 GiB,10.7 GiB,0 B
2024-03-20 17:14:15,15.4 GiB,2.46 GiB,2.20 GiB,10.7 GiB,0 B
2024-03-20 17:14:30,15.4 GiB,2.46 GiB,2.20 GiB,10.7 GiB,0 B
2024-03-20 17:14:45,15.4 GiB,2.47 GiB,2.20 GiB,10.7 GiB,0 B
2024-03-20 17:15:00,15.4 GiB,2.47 GiB,2.20 GiB,10.7 GiB,0 B
2024-03-20 17:15:15,15.4 GiB,2.47 GiB,2.20 GiB,10.7 GiB,0 B
