"Time","recv br-free5gc","recv docker0","recv enp0s31f6","recv ip_vti0","recv veth12dd5df","recv veth1c3c36b","recv veth3a1e070","recv veth5040e0e","recv veth56531bb","recv veth7a6539b","recv veth846a426","recv veth9202ca9","recv vetha7cb358","recv vethb5e236d","recv vethc2d84b4","recv vethf152619","recv vethfead0d0","recv wlp0s20f3","trans br-free5gc ","trans docker0 ","trans enp0s31f6 ","trans ip_vti0 ","trans veth12dd5df ","trans veth1c3c36b ","trans veth3a1e070 ","trans veth5040e0e ","trans veth56531bb ","trans veth7a6539b ","trans veth846a426 ","trans veth9202ca9 ","trans vetha7cb358 ","trans vethb5e236d ","trans vethc2d84b4 ","trans vethf152619 ","trans vethfead0d0 ","trans wlp0s20f3 "
2024-03-04 18:23:15,1.21 kb/s,0 b/s,4.81 kb/s,0 b/s,0 b/s,277 b/s,780 b/s,524 b/s,101 b/s,736 b/s,0 b/s,277 b/s,0 b/s,0 b/s,277 b/s,2.88 kb/s,0 b/s,354 b/s,919 b/s,0 b/s,19.5 kb/s,0 b/s,0 b/s,658 b/s,214 b/s,904 b/s,101 b/s,806 b/s,0 b/s,658 b/s,0 b/s,0 b/s,658 b/s,1.36 kb/s,0 b/s,0 b/s
2024-03-04 18:23:30,7.18 kb/s,0 b/s,12.7 kb/s,0 b/s,0 b/s,209 b/s,531 b/s,455 b/s,56.5 b/s,7.06 kb/s,0 b/s,209 b/s,0 b/s,0 b/s,209 b/s,2.88 kb/s,0 b/s,45.9 b/s,7.10 kb/s,0 b/s,25.4 kb/s,0 b/s,0 b/s,658 b/s,78.9 b/s,904 b/s,56.5 b/s,7.08 kb/s,0 b/s,658 b/s,0 b/s,0 b/s,658 b/s,1.08 kb/s,0 b/s,0 b/s
2024-03-04 18:23:45,714 b/s,0 b/s,3.56 kb/s,0 b/s,0 b/s,277 b/s,746 b/s,524 b/s,101 b/s,197 b/s,0 b/s,277 b/s,0 b/s,0 b/s,277 b/s,2.88 kb/s,0 b/s,131 b/s,379 b/s,0 b/s,19.0 kb/s,0 b/s,0 b/s,658 b/s,237 b/s,904 b/s,101 b/s,244 b/s,0 b/s,658 b/s,0 b/s,0 b/s,658 b/s,1.36 kb/s,0 b/s,0 b/s
2024-03-04 18:24:00,23.9 kb/s,0 b/s,32.2 kb/s,0 b/s,0 b/s,209 b/s,565 b/s,455 b/s,56.5 b/s,24.6 kb/s,0 b/s,209 b/s,0 b/s,0 b/s,209 b/s,2.88 kb/s,0 b/s,91.7 b/s,24.6 kb/s,0 b/s,43.3 kb/s,0 b/s,0 b/s,658 b/s,56.5 b/s,904 b/s,56.5 b/s,24.6 kb/s,0 b/s,658 b/s,0 b/s,0 b/s,658 b/s,1.08 kb/s,0 b/s,0 b/s
2024-03-04 18:24:15,93.1 kb/s,0 b/s,103 kb/s,0 b/s,0 b/s,277 b/s,836 b/s,277 b/s,78.9 b/s,96.0 kb/s,0 b/s,242 b/s,0 b/s,0 b/s,277 b/s,2.60 kb/s,0 b/s,87.5 b/s,96.3 kb/s,0 b/s,116 kb/s,0 b/s,0 b/s,658 b/s,214 b/s,658 b/s,78.9 b/s,96.2 kb/s,0 b/s,622 b/s,0 b/s,0 b/s,658 b/s,1.07 kb/s,0 b/s,0 b/s
2024-03-04 18:24:30,365 kb/s,0 b/s,386 kb/s,0 b/s,0 b/s,209 b/s,678 b/s,455 b/s,56.5 b/s,378 kb/s,0 b/s,209 b/s,0 b/s,0 b/s,209 b/s,2.88 kb/s,0 b/s,469 b/s,376 kb/s,0 b/s,400 kb/s,0 b/s,0 b/s,658 b/s,56.5 b/s,904 b/s,56.5 b/s,376 kb/s,0 b/s,658 b/s,0 b/s,0 b/s,658 b/s,1.08 kb/s,0 b/s,0 b/s
2024-03-04 18:24:45,18.1 kb/s,0 b/s,23.2 kb/s,0 b/s,0 b/s,277 b/s,802 b/s,524 b/s,78.9 b/s,18.2 kb/s,0 b/s,277 b/s,0 b/s,0 b/s,277 b/s,2.88 kb/s,0 b/s,731 b/s,18.3 kb/s,0 b/s,36.9 kb/s,0 b/s,0 b/s,658 b/s,237 b/s,904 b/s,78.9 b/s,18.1 kb/s,0 b/s,658 b/s,0 b/s,0 b/s,658 b/s,1.36 kb/s,0 b/s,0 b/s
2024-03-04 18:25:00,28.2 kb/s,0 b/s,36.4 kb/s,0 b/s,0 b/s,209 b/s,531 b/s,455 b/s,22.4 b/s,28.5 kb/s,0 b/s,209 b/s,0 b/s,0 b/s,209 b/s,2.88 kb/s,0 b/s,644 b/s,29.0 kb/s,0 b/s,47.2 kb/s,0 b/s,0 b/s,658 b/s,22.4 b/s,904 b/s,22.4 b/s,29.0 kb/s,0 b/s,658 b/s,0 b/s,0 b/s,658 b/s,1.08 kb/s,0 b/s,0 b/s
2024-03-04 18:25:15,17.1 kb/s,0 b/s,22.2 kb/s,0 b/s,0 b/s,277 b/s,780 b/s,524 b/s,135 b/s,17.5 kb/s,0 b/s,277 b/s,0 b/s,0 b/s,277 b/s,2.88 kb/s,0 b/s,290 b/s,17.8 kb/s,0 b/s,36.3 kb/s,0 b/s,0 b/s,658 b/s,271 b/s,904 b/s,135 b/s,17.6 kb/s,0 b/s,658 b/s,0 b/s,0 b/s,658 b/s,1.36 kb/s,0 b/s,0 b/s
2024-03-04 18:25:30,67 kb/s,0 b/s,76.6 kb/s,0 b/s,0 b/s,209 b/s,531 b/s,702 b/s,22.4 b/s,68.6 kb/s,0 b/s,244 b/s,0 b/s,0 b/s,209 b/s,3.16 kb/s,0 b/s,91.7 b/s,68.3 kb/s,0 b/s,87.6 kb/s,0 b/s,0 b/s,658 b/s,22.4 b/s,1.15 kb/s,22.4 b/s,68.3 kb/s,0 b/s,693 b/s,0 b/s,0 b/s,658 b/s,1.36 kb/s,0 b/s,0 b/s
2024-03-04 18:25:45,57.6 kb/s,0 b/s,68.2 kb/s,0 b/s,0 b/s,277 b/s,938 b/s,524 b/s,158 b/s,60.2 kb/s,0 b/s,277 b/s,0 b/s,0 b/s,277 b/s,2.88 kb/s,0 b/s,249 b/s,60.4 kb/s,0 b/s,79.9 kb/s,0 b/s,0 b/s,658 b/s,316 b/s,904 b/s,158 b/s,60.3 kb/s,0 b/s,658 b/s,0 b/s,0 b/s,658 b/s,1.36 kb/s,0 b/s,0 b/s
2024-03-04 18:26:00,34.6 kb/s,0 b/s,46.0 kb/s,0 b/s,0 b/s,209 b/s,509 b/s,455 b/s,0 b/s,35.3 kb/s,0 b/s,209 b/s,0 b/s,0 b/s,209 b/s,2.88 kb/s,0 b/s,29.9 b/s,35.4 kb/s,0 b/s,54.3 kb/s,0 b/s,0 b/s,658 b/s,0 b/s,904 b/s,0 b/s,35.4 kb/s,0 b/s,658 b/s,0 b/s,0 b/s,658 b/s,1.08 kb/s,0 b/s,0 b/s
2024-03-04 18:26:15,34.6 kb/s,0 b/s,46.0 kb/s,0 b/s,0 b/s,209 b/s,509 b/s,455 b/s,0 b/s,35.3 kb/s,0 b/s,209 b/s,0 b/s,0 b/s,209 b/s,2.88 kb/s,0 b/s,29.9 b/s,35.4 kb/s,0 b/s,54.3 kb/s,0 b/s,0 b/s,658 b/s,0 b/s,904 b/s,0 b/s,35.4 kb/s,0 b/s,658 b/s,0 b/s,0 b/s,658 b/s,1.08 kb/s,0 b/s,0 b/s
2024-03-04 18:26:30,34.6 kb/s,0 b/s,46.0 kb/s,0 b/s,0 b/s,209 b/s,509 b/s,455 b/s,0 b/s,35.3 kb/s,0 b/s,209 b/s,0 b/s,0 b/s,209 b/s,2.88 kb/s,0 b/s,29.9 b/s,35.4 kb/s,0 b/s,54.3 kb/s,0 b/s,0 b/s,658 b/s,0 b/s,904 b/s,0 b/s,35.4 kb/s,0 b/s,658 b/s,0 b/s,0 b/s,658 b/s,1.08 kb/s,0 b/s,0 b/s
