"Time","Busy System","Busy User","Busy Iowait","Busy IRQs","Busy Other","Idle"
2024-03-04 18:11:15,0.258%,0.269%,0.0449%,0.157%,0%,99.3%
2024-03-04 18:11:30,0.224%,0.269%,0.0449%,0.213%,0%,99.2%
2024-03-04 18:11:45,0.280%,0.409%,0.0336%,0.151%,0%,99.1%
2024-03-04 18:12:00,0.236%,0.297%,0.0336%,0.157%,0%,99.3%
2024-03-04 18:12:15,0.286%,0.342%,0.0393%,0.140%,0%,99.2%
2024-03-04 18:12:30,0.206%,0.246%,0.0335%,0.0167%,0%,99.5%
2024-03-04 18:12:45,0.245%,0.323%,0.0335%,0.0112%,0%,99.4%
2024-03-04 18:13:00,0.234%,0.307%,0.0334%,0%,0%,99.4%
2024-03-04 18:13:15,0.195%,0.257%,0.0390%,0.00558%,0%,99.5%
2024-03-04 18:13:30,0.223%,0.284%,0.0335%,0.00558%,0%,99.5%
2024-03-04 18:13:45,0.234%,0.279%,0.0446%,0.00558%,0%,99.4%
2024-03-04 18:14:00,0.179%,0.245%,0.0335%,0%,0%,99.5%
2024-03-04 18:14:15,0.212%,0.340%,0.0335%,0%,0%,99.4%
2024-03-04 18:14:30,0.190%,0.212%,0.0335%,0%,0%,99.6%
2024-03-04 18:14:45,0.223%,0.301%,0.0390%,0.0112%,0%,99.4%
2024-03-04 18:15:00,0.190%,0.307%,0.0335%,0%,0%,99.5%
2024-03-04 18:15:15,0.262%,0.262%,0.0279%,0.0112%,0%,99.4%
2024-03-04 18:15:30,0.240%,0.268%,0.0335%,0%,0%,99.5%
2024-03-04 18:15:45,0.218%,0.234%,0.0335%,0.00558%,0%,99.5%
2024-03-04 18:16:00,0.190%,0.290%,0.0391%,0%,0%,99.5%
2024-03-04 18:16:15,0.234%,0.340%,0.0390%,0%,0%,99.4%
2024-03-04 18:16:30,0.240%,0.279%,0.0390%,0.00558%,0%,99.4%
2024-03-04 18:16:45,0.257%,0.290%,0.0390%,0.0112%,0%,99.4%
2024-03-04 18:17:00,0.307%,0.295%,0.0334%,0%,0%,99.4%
2024-03-04 18:17:15,0.229%,0.413%,0.0502%,0.00558%,0%,99.3%
2024-03-04 18:17:30,0.201%,0.251%,0.0335%,0.00558%,0%,99.5%
2024-03-04 18:17:45,0.229%,0.357%,0.0446%,0.0111%,0%,99.4%
2024-03-04 18:18:00,0.179%,0.313%,0.0447%,0%,0%,99.5%
2024-03-04 18:18:15,0.229%,0.335%,0.0335%,0.00558%,0%,99.4%
2024-03-04 18:18:30,0.234%,0.307%,0.0390%,0.0111%,0%,99.4%
2024-03-04 18:18:45,0.262%,0.284%,0.0335%,0.0167%,0%,99.4%
2024-03-04 18:19:00,0.218%,0.223%,0.0390%,0%,0%,99.5%
2024-03-04 18:19:15,0.251%,0.262%,0.0279%,0.00558%,0%,99.5%
2024-03-04 18:19:30,0.184%,0.301%,0.0167%,0.00558%,0%,99.5%
2024-03-04 18:19:45,0.240%,0.323%,0.0335%,0.00558%,0%,99.4%
2024-03-04 18:20:00,0.212%,0.285%,0.0335%,0%,0%,99.5%
2024-03-04 18:20:15,0.212%,0.318%,0.0390%,0%,0%,99.4%
2024-03-04 18:20:30,0.167%,0.268%,0.0391%,0.0167%,0%,99.5%
2024-03-04 18:20:45,0.262%,0.323%,0.0390%,0.0278%,0%,99.3%
2024-03-04 18:21:00,0.245%,0.268%,0.0335%,0.00558%,0%,99.4%
2024-03-04 18:21:15,0.245%,0.273%,0.0334%,0%,0%,99.4%
2024-03-04 18:21:30,0.240%,0.251%,0.0390%,0.00558%,0%,99.5%
2024-03-04 18:21:45,0.212%,0.758%,0.0335%,0.0112%,0%,99.0%
2024-03-04 18:22:00,0.256%,0.295%,0.0390%,0.00557%,0%,99.4%
2024-03-04 18:22:15,0.212%,0.279%,0.0334%,0.0223%,0%,99.5%
2024-03-04 18:22:30,0.257%,0.273%,0.0502%,0.0167%,0%,99.4%
2024-03-04 18:22:45,0.245%,0.284%,0.0334%,0%,0%,99.4%
2024-03-04 18:23:00,0.218%,0.268%,0.0390%,0.0112%,0%,99.5%
2024-03-04 18:23:15,0.245%,0.357%,0.0390%,0.00557%,0%,99.4%
2024-03-04 18:23:30,0.229%,0.301%,0.0279%,0%,0%,99.4%
2024-03-04 18:23:45,0.223%,0.413%,0.0335%,0%,0%,99.3%
2024-03-04 18:24:00,0.251%,0.379%,0.0446%,0.00557%,0%,99.3%
2024-03-04 18:24:15,0.246%,0.352%,0.0447%,0.00558%,0%,99.4%
2024-03-04 18:24:30,0.218%,0.257%,0.0279%,0.00558%,0%,99.5%
2024-03-04 18:24:45,0.212%,0.295%,0.0390%,0.00558%,0%,99.4%
2024-03-04 18:25:00,0.201%,0.323%,0.0390%,0%,0%,99.4%
2024-03-04 18:25:15,0.245%,0.279%,0.0390%,0.00557%,0%,99.4%
2024-03-04 18:25:30,0.245%,0.273%,0.0390%,0.00557%,0%,99.4%
2024-03-04 18:25:45,0.145%,0.457%,0.0390%,0.00558%,0%,99.4%
2024-03-04 18:26:00,0.145%,0.457%,0.0390%,0.00558%,0%,99.4%
2024-03-04 18:26:15,0.145%,0.457%,0.0390%,0.00558%,0%,99.4%
