1725578520000,16491950080,765345792,1804312576,13922291712,0
1725578550000,16491950080,765317120,1804406784,13922226176,0
1725578580000,16491950080,771956736,1811431424,13908561920,0
1725578610000,16491950080,2953019392,1804824576,11734106112,0
1725578640000,16491950080,2955419648,1804910592,11731619840,0
1725578670000,16491950080,2956337152,1805012992,11730599936,0
1725578700000,16491950080,2961481728,1805193216,11725275136,0
1725578730000,16491950080,2959560704,1805275136,11727114240,0
1725578760000,16491950080,2960875520,1805361152,11725713408,0
1725578790000,16491950080,2961612800,1805443072,11724894208,0
1725578820000,16491950080,2963783680,1805520896,11722645504,0
