1725578520000,41721344000,2794483712,10015014912,28911845376,0
1725578550000,41721344000,3056906240,10016759808,28647677952,0
1725578580000,41721344000,3077799936,10017206272,28626337792,0
1725578610000,41721344000,3100409856,10017652736,28603281408,0
1725578640000,41721344000,3109277696,10018164736,28593901568,0
1725578670000,41721344000,3069788160,10018570240,28632985600,0
1725578700000,41721344000,3095810048,10018938880,28606595072,0
1725578730000,41721344000,3068186624,10019291136,28633866240,0
1725578760000,41721344000,3087736832,10019663872,28613943296,0
1725578790000,41721344000,3060916224,10020077568,28640350208,0
1725578820000,41721344000,3052470272,10020438016,28648435712,0
