1725579960000,16491950080,3951726592,2551562240,9988661248,0
1725579990000,16491950080,3054874624,2129211392,11307864064,0
1725580020000,16491950080,3050532864,2129448960,11311968256,0
1725580050000,16491950080,3049369600,2129641472,11312939008,0
1725580080000,16491950080,3050795008,2129719296,11311435776,0
1725580110000,16491950080,3046400000,2129813504,11315736576,0
1725580140000,16491950080,3047464960,2129899520,11314585600,0
1725580170000,16491950080,3048787968,2130116608,11313045504,0
1725580200000,16491950080,3048189952,2130259968,11313500160,0
1725580230000,16491950080,3051536384,2130345984,11310067712,0
1725580260000,16491950080,3051880448,2130448384,11309621248,0
