1725579960000,16492797952,3065974784,3047354368,10379468800,0
1725579990000,16492797952,3065651200,3047391232,10379755520,0
1725580020000,16492797952,3062513664,3047428096,10382856192,0
1725580050000,16492797952,3059380224,3064266752,10369150976,0
1725580080000,16492797952,3060211712,3127476224,10305110016,0
1725580110000,16492797952,3060666368,3190693888,10241437696,0
1725580140000,16492797952,3061735424,3253567488,10177495040,0
1725580170000,16492797952,3057221632,3317243904,10118332416,0
1725580200000,16492797952,3055853568,3380621312,10056323072,0
1725580230000,16492797952,3054358528,3443257344,9995182080,0
1725580260000,16492797952,3059208192,3507216384,9926373376,0
