"Time","RAM Total","RAM Used","RAM Cache + Buffer","RAM Free","SWAP Used"
2024-03-05 16:19:15,15.4 GiB,2.48 GiB,1.91 GiB,11.0 GiB,0 B
2024-03-05 16:19:30,15.4 GiB,2.49 GiB,1.91 GiB,11.0 GiB,0 B
2024-03-05 16:19:45,15.4 GiB,2.49 GiB,1.91 GiB,11.0 GiB,0 B
2024-03-05 16:20:00,15.4 GiB,2.50 GiB,1.91 GiB,11.0 GiB,0 B
2024-03-05 16:20:15,15.4 GiB,2.50 GiB,1.91 GiB,11.0 GiB,0 B
2024-03-05 16:20:30,15.4 GiB,2.50 GiB,1.91 GiB,11.0 GiB,0 B
2024-03-05 16:20:45,15.4 GiB,2.50 GiB,1.91 GiB,11.0 GiB,0 B
2024-03-05 16:21:00,15.4 GiB,2.50 GiB,1.91 GiB,10.9 GiB,0 B
2024-03-05 16:21:15,15.4 GiB,2.51 GiB,1.91 GiB,10.9 GiB,0 B
2024-03-05 16:21:30,15.4 GiB,2.51 GiB,1.91 GiB,10.9 GiB,0 B
2024-03-05 16:21:45,15.4 GiB,2.51 GiB,1.91 GiB,10.9 GiB,0 B
2024-03-05 16:22:00,15.4 GiB,2.51 GiB,1.91 GiB,10.9 GiB,0 B
2024-03-05 16:22:15,15.4 GiB,2.51 GiB,1.91 GiB,10.9 GiB,0 B
2024-03-05 16:22:30,15.4 GiB,2.52 GiB,1.91 GiB,10.9 GiB,0 B
2024-03-05 16:22:45,15.4 GiB,2.52 GiB,1.91 GiB,10.9 GiB,0 B
2024-03-05 16:23:00,15.4 GiB,2.52 GiB,1.91 GiB,10.9 GiB,0 B
2024-03-05 16:23:15,15.4 GiB,2.52 GiB,1.91 GiB,10.9 GiB,0 B
2024-03-05 16:23:30,15.4 GiB,2.53 GiB,1.91 GiB,10.9 GiB,0 B
2024-03-05 16:23:45,15.4 GiB,2.53 GiB,1.91 GiB,10.9 GiB,0 B
2024-03-05 16:24:00,15.4 GiB,2.53 GiB,1.91 GiB,10.9 GiB,0 B
2024-03-05 16:24:15,15.4 GiB,2.53 GiB,1.91 GiB,10.9 GiB,0 B
2024-03-05 16:24:30,15.4 GiB,2.53 GiB,1.91 GiB,10.9 GiB,0 B
2024-03-05 16:24:45,15.4 GiB,2.53 GiB,1.91 GiB,10.9 GiB,0 B
2024-03-05 16:25:00,15.4 GiB,2.53 GiB,1.91 GiB,10.9 GiB,0 B
2024-03-05 16:25:15,15.4 GiB,2.54 GiB,1.91 GiB,10.9 GiB,0 B
2024-03-05 16:25:30,15.4 GiB,2.53 GiB,1.91 GiB,10.9 GiB,0 B
2024-03-05 16:25:45,15.4 GiB,2.53 GiB,1.91 GiB,10.9 GiB,0 B
2024-03-05 16:26:00,15.4 GiB,2.54 GiB,1.91 GiB,10.9 GiB,0 B
