"Time","RAM Total","RAM Used","RAM Cache + Buffer","RAM Free","SWAP Used"
2024-03-04 17:58:15,15.4 GiB,7.41 GiB,7.64 GiB,317 MiB,160 MiB
2024-03-04 17:58:30,15.4 GiB,7.41 GiB,7.64 GiB,318 MiB,160 MiB
2024-03-04 17:58:45,15.4 GiB,7.41 GiB,7.64 GiB,316 MiB,160 MiB
2024-03-04 17:59:00,15.4 GiB,7.41 GiB,7.64 GiB,316 MiB,159 MiB
2024-03-04 17:59:15,15.4 GiB,1.06 GiB,7.65 GiB,6.66 GiB,159 MiB
2024-03-04 17:59:30,15.4 GiB,1.07 GiB,7.65 GiB,6.65 GiB,159 MiB
2024-03-04 17:59:45,15.4 GiB,1.07 GiB,7.65 GiB,6.65 GiB,159 MiB
2024-03-04 18:00:00,15.4 GiB,1.06 GiB,7.64 GiB,6.66 GiB,159 MiB
2024-03-04 18:00:15,15.4 GiB,1.06 GiB,7.64 GiB,6.66 GiB,159 MiB
2024-03-04 18:00:30,15.4 GiB,1.06 GiB,7.64 GiB,6.66 GiB,159 MiB
2024-03-04 18:00:45,15.4 GiB,1.06 GiB,7.64 GiB,6.66 GiB,159 MiB
2024-03-04 18:01:00,15.4 GiB,1.07 GiB,7.65 GiB,6.64 GiB,159 MiB
2024-03-04 18:01:15,15.4 GiB,1.07 GiB,7.65 GiB,6.64 GiB,159 MiB
2024-03-04 18:01:30,15.4 GiB,7.36 GiB,1.58 GiB,6.42 GiB,159 MiB
2024-03-04 18:01:45,15.4 GiB,7.36 GiB,1.58 GiB,6.41 GiB,159 MiB
2024-03-04 18:02:00,15.4 GiB,7.37 GiB,1.59 GiB,6.40 GiB,159 MiB
2024-03-04 18:02:15,15.4 GiB,7.40 GiB,1.68 GiB,6.28 GiB,159 MiB
2024-03-04 18:02:30,15.4 GiB,7.40 GiB,1.93 GiB,6.03 GiB,159 MiB
2024-03-04 18:02:45,15.4 GiB,7.39 GiB,2.19 GiB,5.78 GiB,159 MiB
2024-03-04 18:03:00,15.4 GiB,7.40 GiB,2.44 GiB,5.52 GiB,159 MiB
2024-03-04 18:03:15,15.4 GiB,7.40 GiB,2.69 GiB,5.27 GiB,159 MiB
2024-03-04 18:03:30,15.4 GiB,7.40 GiB,2.94 GiB,5.01 GiB,159 MiB
