1725566910000,16492797952,1977073664,1684504576,12831219712,0
1725566940000,16492797952,1976926208,1685078016,12830793728,0
1725566970000,16492797952,1980919808,1685377024,12826501120,0
1725567000000,16492797952,1984331776,1685917696,12822548480,0
1725567030000,16492797952,1986793472,1686560768,12819443712,0
1725567060000,16492797952,1986560000,1687134208,12819103744,0
1725567090000,16492797952,1986228224,1687711744,12818857984,0
1725567120000,16492797952,1987874816,1688203264,12816719872,0
1725567150000,16492797952,1983000576,1688911872,12820885504,0
1725567180000,16492797952,1983668224,1689632768,12819496960,0
1725567210000,16492797952,1987993600,1690046464,12814757888,0
