"Time","RAM Total","RAM Used","RAM Cache + Buffer","RAM Free","SWAP Used"
2024-03-04 18:29:15,38.9 GiB,1.15 GiB,3.65 GiB,34.0 GiB,0 B
2024-03-04 18:29:30,38.9 GiB,1.15 GiB,3.65 GiB,34.0 GiB,0 B
2024-03-04 18:29:45,38.9 GiB,1.15 GiB,3.65 GiB,34.0 GiB,0 B
2024-03-04 18:30:00,38.9 GiB,1.15 GiB,3.65 GiB,34.0 GiB,0 B
2024-03-04 18:30:15,38.9 GiB,1.15 GiB,3.65 GiB,34.0 GiB,0 B
2024-03-04 18:30:30,38.9 GiB,1.15 GiB,3.65 GiB,34.0 GiB,0 B
2024-03-04 18:30:45,38.9 GiB,1.15 GiB,3.65 GiB,34.0 GiB,0 B
2024-03-04 18:31:00,38.9 GiB,1.15 GiB,3.65 GiB,34.0 GiB,0 B
2024-03-04 18:31:15,38.9 GiB,1.15 GiB,3.65 GiB,34.0 GiB,0 B
2024-03-04 18:31:30,38.9 GiB,1.15 GiB,3.65 GiB,34.0 GiB,0 B
2024-03-04 18:31:45,38.9 GiB,1.15 GiB,3.65 GiB,34.1 GiB,0 B
2024-03-04 18:32:00,38.9 GiB,1.15 GiB,3.65 GiB,34.0 GiB,0 B
2024-03-04 18:32:15,38.9 GiB,1.15 GiB,3.65 GiB,34.0 GiB,0 B
2024-03-04 18:32:30,38.9 GiB,1.15 GiB,3.65 GiB,34.0 GiB,0 B
2024-03-04 18:32:45,38.9 GiB,1.15 GiB,3.65 GiB,34.0 GiB,0 B
2024-03-04 18:33:00,38.9 GiB,1.15 GiB,3.65 GiB,34.0 GiB,0 B
2024-03-04 18:33:15,38.9 GiB,1.15 GiB,3.65 GiB,34.0 GiB,0 B
2024-03-04 18:33:30,38.9 GiB,1.15 GiB,3.65 GiB,34.0 GiB,0 B
2024-03-04 18:33:45,38.9 GiB,1.16 GiB,3.65 GiB,34.0 GiB,0 B
2024-03-04 18:34:00,38.9 GiB,1.16 GiB,3.65 GiB,34.0 GiB,0 B
2024-03-04 18:34:15,38.9 GiB,1.16 GiB,3.65 GiB,34.0 GiB,0 B
2024-03-04 18:34:30,38.9 GiB,1.16 GiB,3.65 GiB,34.0 GiB,0 B
2024-03-04 18:34:45,38.9 GiB,1.16 GiB,3.65 GiB,34.0 GiB,0 B
2024-03-04 18:35:00,38.9 GiB,1.16 GiB,3.65 GiB,34.0 GiB,0 B
2024-03-04 18:35:15,38.9 GiB,1.16 GiB,3.65 GiB,34.0 GiB,0 B
2024-03-04 18:35:30,38.9 GiB,1.16 GiB,3.65 GiB,34.0 GiB,0 B
2024-03-04 18:35:45,38.9 GiB,1.16 GiB,3.65 GiB,34.0 GiB,0 B
2024-03-04 18:36:00,38.9 GiB,1.16 GiB,3.65 GiB,34.0 GiB,0 B
2024-03-04 18:36:15,38.9 GiB,1.15 GiB,3.65 GiB,34.0 GiB,0 B
2024-03-04 18:36:30,38.9 GiB,1.15 GiB,3.66 GiB,34.0 GiB,0 B
2024-03-04 18:36:45,38.9 GiB,1.15 GiB,3.66 GiB,34.0 GiB,0 B
2024-03-04 18:37:00,38.9 GiB,1.15 GiB,3.66 GiB,34.0 GiB,0 B
2024-03-04 18:37:15,38.9 GiB,1.15 GiB,3.66 GiB,34.0 GiB,0 B
2024-03-04 18:37:30,38.9 GiB,1.15 GiB,3.66 GiB,34.0 GiB,0 B
