"Time","Busy System","Busy User","Busy Iowait","Busy IRQs","Busy Other","Idle"
2024-03-04 18:30:00,0.842%,0.736%,0.0103%,0.0171%,0%,98.4%
2024-03-04 18:30:15,0.983%,1.16%,0.0238%,0.0170%,0%,97.8%
2024-03-04 18:30:30,2.20%,3.51%,0.0525%,0.0328%,0.00328%,94.2%
2024-03-04 18:30:45,1.49%,1.47%,0.0506%,0.0135%,0.0101%,97.0%
2024-03-04 18:31:00,0.420%,0.384%,0.0600%,0%,0%,99.1%
2024-03-04 18:31:15,2.49%,3.57%,0.0161%,0.358%,0.00322%,93.6%
2024-03-04 18:31:30,1.53%,0.892%,0.0168%,0%,0%,97.6%
2024-03-04 18:31:45,0.507%,0.319%,0.0137%,0.0137%,0%,99.1%
2024-03-04 18:32:00,0.961%,0.652%,0.0204%,0.0374%,0%,98.3%
2024-03-04 18:32:15,1.35%,0.437%,0.0203%,0.0102%,0%,98.2%
2024-03-04 18:32:30,1.33%,0.565%,0.0169%,0.00339%,0%,98.1%
2024-03-04 18:32:45,1.66%,2.26%,0.0133%,0.0166%,0%,96.0%
2024-03-04 18:33:00,2.03%,6.26%,0.0192%,0.265%,0%,91.4%
2024-03-04 18:33:15,2.24%,4.91%,0.0260%,0.0812%,0%,92.7%
2024-03-04 18:33:30,2.08%,1.97%,0.0101%,0.0437%,0%,95.9%
2024-03-04 18:33:45,1.36%,1.09%,0.0102%,0.0410%,0%,97.5%
2024-03-04 18:34:00,1.15%,0.755%,0.0172%,0.0207%,0%,98.1%
2024-03-04 18:34:15,1.42%,0.765%,0.0172%,0.0377%,0%,97.8%
2024-03-04 18:34:30,1.34%,1.00%,0.00342%,0.0342%,0%,97.6%
2024-03-04 18:34:45,1.85%,5.71%,0.00969%,0.132%,0%,92.3%
2024-03-04 18:35:00,2.07%,5.45%,0.0194%,0.213%,0.00323%,92.2%
2024-03-04 18:35:15,2.12%,2.45%,0.0233%,0.210%,0%,95.2%
2024-03-04 18:35:30,1.10%,0.899%,0.00686%,0.0377%,0%,98.0%
2024-03-04 18:35:45,1.13%,1.12%,0.0103%,0.0171%,0%,97.7%
2024-03-04 18:36:00,0.878%,0.768%,0.0103%,0.0379%,0%,98.3%
2024-03-04 18:36:15,1.14%,0.796%,0.0103%,0.0275%,0%,98.0%
2024-03-04 18:36:30,2.19%,5.04%,0.00974%,0.0325%,0%,92.7%
2024-03-04 18:36:45,2.47%,5.99%,0.00639%,0.326%,0%,91.2%
2024-03-04 18:37:00,2.06%,2.97%,0.0199%,0.136%,0%,94.8%
2024-03-04 18:37:15,1.32%,0.856%,0.00684%,0.0582%,0%,97.8%
2024-03-04 18:37:30,1.14%,0.441%,0.0138%,0.0310%,0%,98.4%
2024-03-04 18:37:45,1.51%,0.772%,0.00342%,0.0239%,0%,97.7%
2024-03-04 18:38:00,1.43%,0.881%,0.0171%,0.0171%,0%,97.7%
2024-03-04 18:38:15,2.27%,4.39%,0.00326%,0.0391%,0%,93.3%
2024-03-04 18:38:30,2.31%,5.65%,0.00643%,0.119%,0.00321%,91.9%
2024-03-04 18:38:45,2.11%,3.33%,0.00989%,0.267%,0%,94.3%
2024-03-04 18:39:00,1.62%,0.730%,0.0102%,0.0444%,0%,97.6%
2024-03-04 18:39:15,0.894%,0.383%,0.00345%,0.0380%,0%,98.7%
2024-03-04 18:39:30,1.01%,0.482%,0.00689%,0.0275%,0%,98.5%
2024-03-04 18:39:45,0.857%,0.730%,0.0103%,0.0413%,0%,98.4%
2024-03-04 18:40:00,1.48%,3.10%,0.00999%,0.133%,0%,95.3%
2024-03-04 18:40:15,2.66%,6.43%,0.0127%,0.171%,0%,90.7%
2024-03-04 18:40:30,2.36%,3.50%,0.00658%,0.109%,0%,94.0%
2024-03-04 18:40:45,1.82%,1.35%,0.0101%,0.0609%,0%,96.8%
2024-03-04 18:41:00,1.11%,0.451%,0.0138%,0.0241%,0%,98.4%
2024-03-04 18:41:15,1.23%,0.686%,0.0103%,0.0411%,0%,98.0%
2024-03-04 18:41:30,1.38%,0.847%,0.00683%,0.0615%,0%,97.7%
2024-03-04 18:41:45,1.47%,3.06%,0.00667%,0.0367%,0%,95.4%
2024-03-04 18:42:00,1.79%,6.07%,0.0161%,0.138%,0.00322%,92.0%
2024-03-04 18:42:15,1.97%,4.04%,0.00983%,0.262%,0.00328%,93.7%
2024-03-04 18:42:30,1.77%,1.34%,0.00677%,0.0643%,0%,96.8%
2024-03-04 18:42:45,0.468%,0.305%,0.0104%,0.0312%,0%,99.2%
2024-03-04 18:43:00,0.152%,0.227%,0.0138%,0.0138%,0%,99.6%
2024-03-04 18:43:15,0.664%,0.828%,0.0136%,0.00341%,0%,98.5%
2024-03-04 18:43:30,1.12%,2.45%,0.01000%,0.00667%,0%,96.4%
2024-03-04 18:43:45,2.82%,5.53%,0.00315%,0.448%,0%,91.2%
2024-03-04 18:44:00,2.27%,1.70%,0.0199%,0.0730%,0%,95.9%
2024-03-04 18:44:15,0.651%,0.777%,0.00681%,0.00681%,0%,98.6%
2024-03-04 18:44:30,0.651%,0.777%,0.00681%,0.00681%,0%,98.6%
2024-03-04 18:44:45,0.651%,0.777%,0.00681%,0.00681%,0%,98.6%
